sentence_burstiness,word_burstiness,syntax_burstiness,unique_words,syntactic_depth,syntactic_repetitiveness,ai,title,topic,section,words,chars
2.0536732640053676,0.0344742247355971,0.10209321347303414,0.5164179104477612,7.0,0.4928060139449548,1,Gloria Estefan,People,Popular music: General,271,1756
2.5441734417344177,0.03823397687370445,0.09801525749575993,0.6060606060606061,6.444444444444445,0.46117592691808734,1,Baryon asymmetry,Physical sciences,Particle physics: General,205,1443
1.0796019900497513,0.04100979452907707,0.08936285257551309,0.5272331154684096,6.555555555555555,0.4762125000006985,1,James G. Blaine,People,Other_4,403,2732
2.745454545454545,0.0422784902161861,0.08102646594992506,0.5275590551181102,6.0,0.4798662094206497,1,Grace in Christianity,Philosophy and religion,Concepts_4,220,1367
0.41079812206572774,0.03745401215396533,0.09296344216742287,0.5148809523809523,6.5,0.4808558288248915,1,Kanchipuram,Geography,South India,284,1952
0.9680777238029147,0.03526873044219227,0.07481281356307368,0.5081967213114754,7.7272727272727275,0.4794479759292879,1,Ethan Allen,People,United States,262,1639
2.1121693121693124,0.03731256117398049,0.08265657998585245,0.48519362186788156,6.6,0.4529828712641607,1,History of the Middle East,History,History by region,378,2542
1.751831107281344,0.043818554628039796,0.11927520136777435,0.5925925925925926,5.181818181818182,0.4840577392981518,1,Desert climate,Physical sciences,Climates,211,1445
0.9691833590138674,0.03904115186493323,0.10102703398737957,0.5580524344569289,5.909090909090909,0.5063984586633049,1,Cricket bat,Everyday life,Sports equipment,236,1477
0.7660957619702463,0.04128704116406986,0.08768455295336312,0.4850894632206759,6.947368421052632,0.48279773112066937,1,Dominican Republic,Geography,Caribbean_2,421,2898
1.57563025210084,0.03899354240004549,0.14792574568172365,0.5066666666666667,6.142857142857143,0.4512672555403586,1,Guinea,Geography,West Africa,323,2160
3.109302325581395,0.0423787050847161,0.0958290878515707,0.5685483870967742,6.4,0.48180208446899975,1,American frontier,History,North America,215,1490
4.049479166666668,0.04051850241503523,0.15532752421265686,0.570446735395189,6.583333333333333,0.4539521352199484,1,Gnaeus Naevius,People,Europe_5,256,1715
1.7449275362318841,0.039959456217067445,0.09629464751274484,0.5216284987277354,6.866666666666666,0.4876194764500032,1,Brett Hull,People,Wingers,345,2094
1.0357877416700947,0.043449551416808535,0.09466291425150176,0.5691699604743083,6.545454545454546,0.5896255705710791,1,Acrobatic gymnastics,Everyday life,Other individual sports,221,1576
2.2122171945701354,0.03845651783420875,0.06862047970346528,0.5381679389312977,6.7,0.4663010801073298,1,Cagayan de Oro,Geography,Mindanao,221,1452
1.1195190947666198,0.04067167966717407,0.07004311965879954,0.5159420289855072,6.214285714285714,0.49351360177269665,1,Intertidal zone,Physical sciences,Oceanography,303,2037
0.5976076555023925,0.04098597222071725,0.0994916992605929,0.47413793103448276,6.4,0.5518641793382538,1,Covalent bond,Physical sciences,Chemical bonds,209,1366
1.259259259259259,0.04199718338673357,0.10333073361212938,0.530751708428246,7.111111111111111,0.4761547612348678,1,Gustav Mahler,People,Romantic,378,2607
2.681550250515768,0.043240585068452374,0.12979815498900404,0.5011337868480725,5.555555555555555,0.4698919164505972,1,Chuck Berry,People,Rock,377,2391
2.731098696461825,0.03950524038154263,0.10928756377485264,0.5275,7.266666666666667,0.5232845616497928,1,Cardinal Mazarin,People,France_2,358,2356
1.276060606060606,0.038207747151287774,0.07546692658638667,0.5303514376996805,6.25,0.48838484704165985,1,Demiurge,Philosophy and religion,Abrahamic and Judaic mythology,275,1884
2.529569892473118,0.045309558150353216,0.11510429687197804,0.5797665369649806,5.583333333333333,0.5249587308171445,1,Continuity (fiction),Arts,Narrative,217,1617
1.0473604826546001,0.04242760905218416,0.08173065167160633,0.5902777777777778,6.769230769230769,0.5219438157681401,1,Deinosuchus,Biology and health sciences,Prehistoric crocodiles,255,1755
1.0235023041474656,0.04039687303464956,0.08732469896021224,0.5284552845528455,6.7,0.5245886629960803,1,Burgundians,History,Europe_4,217,1430
0.9693467336683418,0.039534319452013064,0.08824978582810251,0.5234042553191489,6.7,0.4991302533134287,1,Attractor,Mathematics,Dynamical systems,199,1405
1.174235807860262,0.03462475543255476,0.08826170701144595,0.5524475524475524,5.9,0.5067427345603365,1,K-pop,Arts,Popular music: General,229,1527
1.5703883495145632,0.032908450457414466,0.07645497856111082,0.5578512396694215,7.875,0.4377861732072273,1,Clement of Alexandria,People,Pre-Schism,206,1442
1.064738292011019,0.04365034613547991,0.0892458474239991,0.5331010452961672,6.833333333333333,0.46540268081457387,1,Geology,Physical sciences,Science and medicine,242,1732
1.9531531531531532,0.04117945606282531,0.08111037887205233,0.5146666666666667,6.133333333333334,0.4282283332343706,1,John C. Breckinridge,People,Other_4,333,2198
1.75,0.0349070661011868,0.10193236344345892,0.5855855855855856,7.0,0.5178264463010728,1,Abd al-Mu'min,People,Africa_2,192,1270
1.5292207792207793,0.044776204570037094,0.09488720781943409,0.5423076923076923,6.181818181818182,0.42658189152902437,1,André Previn,People,Pianists,224,1480
1.5465201465201468,0.0366016171792381,0.09770815078318008,0.5356265356265356,7.0,0.5064839955409728,1,James F. Byrnes,People,Other_10,364,2380
